drug_a,drug_b,rr_a,rr_b,strength,n_ab,n_abz,omega,omega_lower,omega_add,omega_add_lower,signals_additive,signals_multiplicative,at_positive_control_strength
AMITRIPTYLINE,FELODIPINE,3.372,2.677,3.174,34,0,-1.149412,-11.1413,-0.773488,-10.765376,0,0,0
AMITRIPTYLINE,FENOFIBRATE,3.372,26.664,6.49,25,3,-0.388043,-2.438486,0.807516,-1.242927,0,0,1
AMITRIPTYLINE,FERROUS FUMARATE,3.372,9.656,5.025,29,0,-2.182863,-12.17475,-1.287668,-11.279556,0,0,0
AMITRIPTYLINE,FERROUS SULFATE,3.372,2.319,2.967,40,0,-1.171594,-11.163482,-0.828101,-10.819989,0,0,0
AMITRIPTYLINE,FLUCONAZOLE,3.372,6.518,4.458,84,0,-3.050851,-13.042738,-2.03055,-12.022437,0,0,0
AMITRIPTYLINE,FLUINDIONE,3.372,4.551,3.94,25,0,-1.345563,-11.337451,-0.778333,-10.770221,0,0,0
AMITRIPTYLINE,FLUNITRAZEPAM,3.372,29.633,6.643,34,1,-2.070858,-5.868086,-0.873549,-4.670776,0,0,1
AMITRIPTYLINE,FLUOXETINE,3.372,4.532,3.934,926,6,-1.963551,-3.33954,-1.076567,-2.452556,0,0,0
AMITRIPTYLINE,FLUPHENAZINE,3.372,18.215,5.941,34,0,-3.089354,-13.081242,-1.960648,-11.952536,0,0,0
AMITRIPTYLINE,FLUPIRTINE,3.372,4.973,4.068,26,0,-1.304489,-11.296376,-0.839208,-10.831096,0,0,0
AMITRIPTYLINE,FLURAZEPAM,3.372,9.46,4.995,23,0,-1.931036,-11.922924,-1.087148,-11.079036,0,0,0
AMITRIPTYLINE,FLUVOXAMINE,3.372,16.248,5.776,59,1,-2.093189,-5.890417,-0.884802,-4.682029,0,0,0
AMITRIPTYLINE,FUROSEMIDE,3.372,5.251,4.146,477,3,-2.222195,-4.272639,-1.19488,-3.245323,0,0,0
AMITRIPTYLINE,GALANTAMINE,3.372,4.689,3.983,109,0,-2.905632,-12.89752,-2.063585,-12.055473,0,0,0
AMITRIPTYLINE,GEMFIBROZIL,3.372,89.238,8.233,23,2,-2.021551,-4.610191,-0.957048,-3.545689,0,0,1
AMITRIPTYLINE,GENTAMICIN,3.372,2.045,2.786,29,0,-0.861732,-10.85362,-0.612839,-10.604727,0,0,0
AMITRIPTYLINE,GLICLAZIDE,3.372,4.836,4.027,100,0,-2.86858,-12.860468,-1.992174,-11.984061,0,0,0
AMITRIPTYLINE,GLIMEPIRIDE,3.372,2.803,3.241,49,0,-1.524608,-11.516496,-1.034119,-11.026007,0,0,0
AMITRIPTYLINE,GLYBURIDE,3.372,3.454,3.542,55,0,-1.829873,-11.821761,-1.216657,-11.208545,0,0,0
AMITRIPTYLINE,HALOPERIDOL,3.372,10.211,5.106,404,1,-4.021828,-7.819055,-2.874832,-6.67206,0,0,0
AMITRIPTYLINE,HERBALS,3.372,7.674,4.694,68,3,-0.163001,-2.213445,0.872726,-1.177717,0,0,0
AMITRIPTYLINE,HYDROCHLOROTHIAZIDE,3.372,3.187,3.426,470,2,-2.055757,-4.644397,-1.23838,-3.82702,0,0,0
AMITRIPTYLINE,HYDROXYZINE,3.372,4.495,3.922,570,7,-1.082823,-2.343059,-0.195147,-1.455383,0,0,0
AMITRIPTYLINE,IMIPRAMINE,3.372,5.25,4.146,82,0,-2.660464,-12.652352,-1.841004,-11.832892,0,0,0
AMITRIPTYLINE,INDAPAMIDE,3.372,8.188,4.787,85,2,-0.998804,-3.587444,0.086504,-2.502136,0,0,0
AMITRIPTYLINE,INFLUENZA VIRUS VACCINE,3.372,22.048,6.216,28,0,-3.102815,-13.094703,-1.935623,-11.927511,0,0,0
AMITRIPTYLINE,INSULIN NOS,3.372,5.669,4.257,114,2,-0.914629,-3.503269,0.062499,-2.526142,0,0,0
AMITRIPTYLINE,IRBESARTAN,3.372,4.805,4.018,92,0,-2.793482,-12.78537,-1.898502,-11.89039,0,0,0
AMITRIPTYLINE,IRON,3.372,2.262,2.931,35,1,0.533887,-3.26334,0.845001,-2.952226,0,0,0
AMITRIPTYLINE,ISOSORBIDE MONONITRATE,3.372,3.216,3.439,25,0,-1.065399,-11.057287,-0.657448,-10.649336,0,0,0
AMITRIPTYLINE,KETAMINE,3.372,4.612,3.959,178,0,-3.529081,-13.520968,-2.617532,-12.60942,0,0,0
AMITRIPTYLINE,KETOPROFEN,3.372,3.388,3.514,120,0,-2.658063,-12.649951,-1.947157,-11.939045,0,0,0
AMITRIPTYLINE,KETOROLAC,3.372,2.719,3.196,99,0,-2.202474,-12.194362,-1.6241,-11.615988,0,0,0
AMITRIPTYLINE,LAMOTRIGINE,3.372,2.679,3.175,481,4,-1.012142,-2.7489,-0.294503,-2.031261,0,0,0
AMITRIPTYLINE,LERCANIDIPINE,3.372,7.594,4.678,21,0,-1.644864,-11.636752,-0.899047,-10.890935,0,0,0
AMITRIPTYLINE,LEVETIRACETAM,3.372,8.338,4.813,226,0,-4.665412,-14.657299,-3.459599,-13.451487,0,0,0
AMITRIPTYLINE,LEVOFLOXACIN,3.372,3.014,3.345,124,0,-2.613247,-12.605135,-1.91061,-11.902498,0,0,0
AMITRIPTYLINE,LEVOMEPROMAZINE,3.372,10.622,5.163,175,1,-2.912647,-6.709874,-1.793067,-5.590295,0,0,0
AMITRIPTYLINE,LINEZOLID,3.372,2.432,3.036,77,0,-1.836524,-11.828412,-1.338281,-11.330169,0,0,0
AMITRIPTYLINE,LISINOPRIL,3.372,2.046,2.786,404,0,-3.601743,-13.593631,-3.066014,-13.057902,0,0,0
AMITRIPTYLINE,LITHIUM,3.372,5.599,4.239,318,1,-2.968033,-6.76526,-1.935361,-5.732588,0,0,0
AMITRIPTYLINE,LORAZEPAM,3.372,5.21,4.135,1007,12,-1.279651,-2.209842,-0.380738,-1.310929,0,0,0
AMITRIPTYLINE,LORMETAZEPAM,3.372,12.872,5.44,164,0,-4.642833,-14.63472,-3.502103,-13.493991,0,0,0
AMITRIPTYLINE,LOSARTAN,3.372,3.581,3.594,215,1,-1.910806,-5.708033,-1.0678,-4.865028,0,0,0
AMITRIPTYLINE,LOVASTATIN,3.372,35.045,6.885,20,5,0.261442,-1.266023,1.426539,-0.100927,0,0,1
AMITRIPTYLINE,LOXAPINE,3.372,19.648,6.05,68,1,-2.505501,-6.302728,-1.260514,-5.057741,0,0,0
AMITRIPTYLINE,LUBIPROSTONE,3.372,2.209,2.897,22,0,-0.728827,-10.720715,-0.502259,-10.494147,0,0,0
AMITRIPTYLINE,MAGNESIUM,3.372,3.415,3.525,47,0,-1.647985,-11.639873,-1.086705,-11.078593,0,0,0
